,Unnamed: 0,search_id,trip_index,received_date,received_ms,origin,destination,total_usd,pax_type,refundable,validating_carrier,departure_odate,departure_ms,outgoing_duration,outgoing_stops,return_odate,return_ms,returning_duration,returning_stops,major_carrier_id,total_stops,advance,length_of_stay,includes_saturday_night_stay,available_seats,lowest_cabin_class,highest_cabin_class
246,332125,6e0d53df-6d37-3d71-8f95-43e0e24421f0,128,2016-10-05,1475719023561,BOS,CUN,359.43,ADT,,UA,2017-01-12,1484218800000,1055,1,2017-01-17,1484655600000,802,2,UA,3,99,5,True,9,E,E
247,7384,1e54cffb-c2f5-32a8-a146-63d880babb33,111,2015-10-05,1444098874475,BOS,CUN,947.24,,,,2016-02-12,1455283800000,675,2,2016-02-19,1455913200000,492,1,DL,3,130,7,True,6,E,F
248,2468589,dae80fb6-d76e-3c06-987b-98bed8457acd,23,2016-09-24,1474720364217,BOS,CUN,346.69,ADT,,UA,2016-11-25,1480072440000,771,1,2016-12-01,1480617000000,527,1,UA,2,62,6,True,9,E,E
249,917363,f8bb406c-a4c4-3630-bc57-34749f4e91b2,144,2016-01-06,1452137532845,BOS,CUN,1127.79,ADT,,DL,2016-02-15,1455537600000,765,2,2016-02-20,1455969600000,405,1,DL,3,40,5,False,4,E,E
250,1608494,53fe5668-bc4f-3d59-8a2e-c1578d40e181,76,2016-07-13,1468400870852,BOS,CUN,467.47,ADT,,AA,2016-12-09,1481278140000,406,1,2016-12-12,1481579340000,494,1,AA,2,149,3,True,9,E,E
251,1912704,85228477-1c26-38d0-bea7-0ac495a6dd55,78,2016-12-01,1480630517901,BOS,CUN,297.68,ADT,,UA,2017-03-05,1488759720000,1093,1,2017-03-10,1489181400000,1116,1,UA,2,94,5,False,5,E,E
252,2185565,3360bbe0-eb07-351c-844c-54d54a0126e9,161,2016-10-09,1476047238550,BOS,CUN,781.43,ADT,,UA,2016-10-13,1476366000000,592,2,2016-10-16,1476651000000,442,1,UA,3,4,3,True,2,E,E
253,884300,cbbe6332-6dc2-3238-8bc0-e381d1a73180,82,2016-11-19,1479554422510,BOS,CUN,593.41,ADT,,AA,2017-02-19,1487518980000,1451,1,2017-02-24,1487969100000,1104,1,AA,2,92,5,False,9,E,E
254,448469,a494e099-bdbe-3f75-b0a2-b4a7a11e9280,122,2016-02-18,1455853303530,BOS,CUN,708.39,ADT,,UA,2016-08-09,1470738600000,425,1,2016-08-23,1471982520000,483,1,UA,2,173,14,True,9,E,E
255,1787229,cc7fc925-fe13-3769-8b57-4f3c3eb71b08,27,2016-09-23,1474672718583,BOS,CUN,480.19,ADT,,AA,2016-12-28,1482923700000,505,1,2017-01-04,1483552500000,1100,1,AA,2,96,7,True,3,E,E
256,789831,92722532-9c1d-37ab-b1a7-eb9bf0e9961f,105,2016-03-15,1458042079982,BOS,CUN,402.69,ADT,,UA,2016-04-30,1462015200000,585,1,2016-05-02,1462205100000,461,1,UA,2,46,2,True,3,E,E
257,26562,56e8e855-41b3-3b74-a34a-c13d00acd60b,109,2015-10-22,1445515205607,BOS,CUN,396.36,,,,2015-11-09,1447066920000,458,1,2015-11-12,1447352100000,459,1,UA,2,18,3,False,5,E,E
258,1817406,26580cb3-b50f-3725-a5e2-7355f930782e,30,2016-11-10,1478800390473,BOS,CUN,702.01,ADT,,AM,2016-12-24,1482639900000,694,1,2016-12-31,1483206300000,530,1,AM,2,44,7,True,9,E,E
259,2736168,28731062-0a35-3e14-8dac-7a4f0eef017b,123,2016-09-08,1473341502702,BOS,CUN,571.19,ADT,,AA,2016-11-02,1478081100000,394,1,2016-11-12,1478952000000,452,1,AA,2,55,10,True,4,E,E
260,2773498,d27976ca-026c-3c50-9db7-3074093daf68,141,2016-05-28,1464414580897,BOS,CUN,438.58,ADT,,AA,2017-01-28,1485602100000,385,1,2017-02-04,1486238100000,396,1,AA,2,245,7,True,7,E,E
261,396173,14b2e93f-48eb-33c9-921f-23bbccb00a96,56,2016-11-13,1479071795791,BOS,CUN,286.91,ADT,,UA,2017-01-07,1483804500000,1485,1,2017-01-14,1484445900000,840,1,UA,2,55,7,True,9,E,E
262,1875621,df962a19-db1c-3d42-98d7-130c228c4081,4,2015-12-01,1449031354867,BOS,CUN,404.21,ADT,,UA,2016-04-21,1461236700000,721,1,2016-04-25,1461603000000,1266,1,UA,2,141,4,True,9,E,E
263,1176906,c9a666f3-2e6c-353b-bd01-4c3f728a2ee4,119,2016-10-07,1475862863075,BOS,CUN,333.93,ADT,,AA,2016-11-08,1478599200000,404,1,2016-11-13,1479038400000,545,1,AA,2,32,5,True,9,E,E
264,460675,84711bae-bb26-3eb6-a7cf-7005d588dbb5,29,2016-09-09,1473427536012,BOS,CUN,471.19,ADT,,UA,2016-12-17,1481981400000,590,1,2016-12-24,1482586200000,925,2,UA,3,99,7,True,9,E,E
265,1007006,36a18845-24ea-3cec-8d12-dfee22f62509,93,2015-09-11,1441969704063,BOS,CUN,506.83,,,,2015-11-08,1446980520000,628,2,2015-11-15,1447613100000,450,1,UA,3,58,7,True,6,E,E
266,2837241,fa52aa29-86a0-3e1d-ab92-cecbd3f652a3,85,2015-12-30,1451477849626,BOS,CUN,299.67,ADT,,DL,2016-01-22,1453460100000,549,2,2016-01-27,1453933860000,420,1,DL,3,23,5,True,9,E,E
267,2352235,f079c912-8c2e-360f-86b1-5c5dda65a33f,40,2016-05-05,1462422793799,BOS,CUN,533.08,ADT,,AA,2016-08-04,1470301200000,439,1,2016-08-08,1470684240000,436,1,AA,2,91,4,True,1,E,E
268,2557374,90ba4573-eecd-388f-bba6-7fabdb5d6776,27,2016-01-26,1453867156904,BOS,CUN,615.79,ADT,,UA,2016-02-10,1455139500000,1165,1,2016-02-21,1456083000000,1130,1,UA,2,15,11,True,1,E,E
269,1959332,54311f66-44ca-39bf-b7ea-fdb559238021,111,2016-02-21,1456085222224,BOS,CUN,528.89,ADT,,UA,2016-11-05,1478358600000,595,2,2016-11-12,1478974200000,589,1,UA,3,258,7,True,9,E,E
270,1970889,4fd09eeb-12a6-30cb-9f81-6271b55f05f0,93,2016-11-15,1479244242455,BOS,CUN,282.91,ADT,,AA,2016-11-25,1480089720000,561,1,2016-12-02,1480689840000,915,1,AA,2,10,7,True,7,E,E
271,1953199,36602987-87e4-394d-ad3f-6857a9d7ee99,97,2016-10-25,1477431432356,BOS,CUN,304.93,ADT,,UA,2016-12-02,1480718820000,1058,1,2016-12-06,1481054100000,1102,1,UA,2,38,4,True,5,E,E
272,2296153,b3b5efc4-62c3-37ac-b199-4d24ce7f338a,31,2016-08-16,1471398616994,BOS,CUN,758.02,ADT,,UA,2016-08-18,1471513800000,547,2,2016-08-21,1471807980000,935,1,UA,3,2,3,True,2,E,E
273,2436948,ea7f7961-60e2-3cf4-9986-975338250283,162,2015-09-19,1442660220556,BOS,CUN,1669.23,,,,2016-02-13,1455375300000,283,0,2016-02-20,1456000500000,238,0,B6,0,147,7,True,2,E,E
274,363352,072f2c12-e347-3557-b3f6-68ba64bbb41c,48,2016-10-22,1477144075537,BOS,CUN,580.43,ADT,,UA,2016-12-23,1482490800000,1435,1,2016-12-30,1483116000000,1079,2,UA,3,62,7,True,9,E,E
275,395557,c5feea6d-7bc0-3028-92de-7ac97684c8ee,155,2016-11-13,1479053160124,BOS,CUN,795.41,ADT,,UA,2016-12-24,1482578100000,770,1,2016-12-30,1483116000000,1079,2,UA,3,41,6,True,9,E,E
276,881069,8d283259-f09e-31a2-b178-37da46ed9ee3,2,2016-08-14,1471192649767,BOS,CUN,432.52,ADT,,UA,2016-11-30,1480504440000,771,1,2017-02-26,1488111600000,790,1,UA,2,108,88,True,7,E,E
277,492904,5772b7cb-37c6-3c8c-a23a-144b89e045b9,82,2016-07-17,1468769108578,BOS,CUN,1078.47,ADT,,AA,2016-12-26,1482781200000,400,1,2017-01-02,1483365300000,395,1,AA,2,162,7,True,5,E,E
278,623422,9bc3bebe-3e10-3260-a946-170382a12e6c,21,2016-03-26,1459027845591,BOS,CUN,430.69,ADT,,UA,2016-06-05,1465120500000,405,1,2016-06-09,1465471800000,623,1,UA,2,71,4,False,9,E,E
279,1997801,10af6153-e543-3c32-9b74-36ad75988d32,91,2015-09-29,1443549276679,BOS,CUN,1833.23,,,,2015-12-26,1451132400000,289,0,2016-01-02,1451774700000,240,0,B6,0,88,7,True,8,E,E
280,2170741,9df81c88-4fff-3f4b-bddd-3d770055514c,94,2016-06-23,1466658698569,BOS,CUN,1057.24,ADT,,AA,2016-07-01,1467374340000,377,1,2016-07-05,1467745800000,451,1,AA,2,8,4,True,3,E,E
281,895155,872cb33d-4d4b-3f81-a97b-bc8e7987cd09,47,2016-12-26,1482759080583,BOS,CUN,269.68,ADT,,UA,2017-01-15,1484499600000,695,1,2017-01-20,1484935800000,490,1,UA,2,20,5,False,9,E,E
282,1658089,45dc7c9b-28cf-3c54-a8c9-7a0f446ea774,175,2016-09-22,1474556251549,BOS,CUN,1857.39,ADT,,AM,2016-12-21,1482345000000,805,2,2017-01-02,1483370280000,677,1,AM,3,90,12,True,1,E,E
283,1292089,5ffdfd9b-65bd-3eb4-a261-520666149f3a,184,2016-12-22,1482460528227,BOS,CUN,979.18,ADT,,AA,2016-12-27,1482832800000,484,1,2017-01-03,1483476060000,515,1,AA,2,5,7,True,1,E,E
284,2973172,331356b8-02c5-3621-9c35-ab7e85eff710,79,2016-12-03,1480817899498,BOS,CUN,337.18,ADT,,AA,2017-01-01,1483308600000,1166,1,2017-01-05,1483638600000,1105,1,AA,2,29,4,False,3,E,E
285,2907975,c7bfb9dd-9c58-31d1-812f-2bb60d645df1,30,2016-11-01,1478043962607,BOS,CUN,443.91,ADT,,UA,2016-12-23,1482501600000,815,1,2016-12-29,1483029600000,738,1,UA,2,52,6,True,6,E,E
286,855581,e50df78e-f2d5-3b31-ab02-e90641232965,175,2015-11-30,1448922490257,BOS,CUN,1410.69,ADT,,DL,2016-04-16,1460800500000,394,1,2016-04-23,1461427800000,680,2,DL,3,138,7,True,4,E,F
287,582272,1ccb23c4-e8cb-38ac-a09f-7efa60ce8fdf,179,2016-07-06,1467812188397,BOS,CUN,632.47,ADT,,AA,2016-08-10,1470845880000,622,1,2016-08-14,1471199280000,521,1,AA,2,35,4,True,3,E,E
288,2579680,a52e013c-c797-3c5a-a9e4-efc0546a7bde,184,2016-08-17,1471406982150,BOS,CUN,712.02,ADT,,AA,2016-08-27,1472314440000,497,1,2016-09-03,1472923800000,392,1,AA,2,10,7,True,9,E,E
289,1945658,fa886e42-f289-33e5-b245-fadd9dc3f6ec,181,2016-10-25,1477447585704,BOS,CUN,617.93,ADT,,AA,2016-11-10,1478793720000,372,1,2016-11-14,1479154200000,964,1,AA,2,16,4,True,4,E,E
290,1709124,45bd025a-4351-3e9c-891f-2db501473e41,193,2016-01-08,1452294582229,BOS,CUN,1006.29,ADT,,DL,2016-02-15,1455533940000,546,2,2016-02-21,1456061700000,650,2,DL,4,38,6,True,1,E,E
291,584228,b8505f25-524c-3653-aad6-83dcab6d23ca,53,2016-07-06,1467806703068,BOS,CUN,471.97,ADT,,UA,2016-09-08,1473336600000,682,2,2016-09-13,1473792600000,498,1,UA,3,64,5,True,5,E,E
292,797470,f1ae4622-ab58-37c5-a66c-0b64dd1bad07,33,2015-10-18,1445199707772,BOS,CUN,621.36,,,,2016-07-20,1469008800000,389,1,2016-07-24,1469361600000,434,1,DL,2,276,4,True,9,E,E
293,1027011,68f29fe1-6b9e-3020-aeb3-43a4574e7b24,39,2016-09-10,1473513976063,BOS,CUN,992.69,ADT,,AA,2016-11-19,1479556800000,528,1,2016-11-27,1480284000000,416,1,AA,2,70,8,True,3,E,E
294,2748581,b8f00c57-aab2-34d1-8155-ca54a48b735c,124,2016-01-15,1452887236731,BOS,CUN,565.79,ADT,,UA,2016-03-06,1457281920000,458,1,2016-03-11,1457719800000,522,1,UA,2,51,5,False,9,E,E
295,928434,7e0b9f9b-c415-37c2-9d5a-88ff4f78034c,121,2016-10-01,1475349096761,BOS,CUN,448.93,ADT,,AA,2017-05-17,1495022700000,395,1,2017-05-22,1495475400000,623,1,AA,2,228,5,True,7,E,E
296,831959,232f9050-3223-32d5-b47c-a274636adee1,29,2016-10-17,1476698450786,BOS,CUN,320.43,ADT,,UA,2016-11-11,1478888880000,1272,1,2016-11-15,1479212400000,897,1,UA,2,25,4,True,9,E,E
297,1713143,8dee530b-9fd8-303d-beea-7ce832e6646e,29,2016-04-03,1459657624116,BOS,CUN,535.3,ADT,,UA,2016-06-18,1466269320000,618,1,2016-06-25,1466854200000,800,2,UA,3,76,7,True,4,E,E
298,696735,f075fa0b-32c1-3830-a17b-10f1e5bffaa4,98,2015-10-17,1445060970285,BOS,CUN,1847.36,,,,2015-12-26,1451136000000,390,1,2016-01-02,1451746320000,437,1,B6,2,70,7,True,3,E,E
299,404213,b9d3bd6b-1fd2-3f62-a80c-2c9e842a2f97,160,2016-05-29,1464531464706,BOS,CUN,605.58,ADT,,AA,2016-10-08,1475917740000,478,1,2016-10-15,1476553800000,520,1,AA,2,132,7,True,1,E,E
300,279077,21db6bbd-0f66-3321-97f6-1bb7f9f0889d,102,2016-12-31,1483200935696,BOS,CUN,408.18,ADT,,AA,2017-04-08,1491642000000,1036,1,2017-04-13,1492112700000,1209,1,AA,2,98,5,True,4,E,E
301,721436,ce6a0ddd-cf2d-3152-9b94-dcdf09a25ab9,144,2016-06-04,1465027461739,BOS,CUN,455.24,ADT,,UA,2017-02-13,1486984500000,525,1,2017-02-18,1487454600000,400,1,UA,2,254,5,False,9,E,E
302,920116,8d932250-1bcb-3f49-b8bc-48cd0c9f5738,42,2016-10-01,1475378871675,BOS,CUN,573.93,ADT,,UA,2016-12-23,1482490800000,1435,1,2016-12-29,1483029600000,641,1,UA,2,83,6,True,4,E,E
303,1295547,d1670581-6285-3748-ab89-9ebf6baed76b,150,2016-12-22,1482429649793,BOS,CUN,442.18,ADT,,AA,2017-03-13,1489436100000,1225,1,2017-03-18,1489866540000,1126,1,AA,2,81,5,False,1,E,E
304,797272,4c97c43c-0403-3b57-a175-a010e55b0ba6,191,2015-10-18,1445144797405,BOS,CUN,1691.86,,,,2016-03-19,1458397800000,538,2,2016-03-26,1459017600000,438,1,DL,3,153,7,True,1,E,F
305,2749946,3dd730f3-eb5d-3121-8225-e2ad61ce2644,80,2016-01-15,1452835075494,BOS,CUN,471.69,ADT,,DL,2016-02-09,1455014700000,559,1,2016-02-15,1455592680000,737,2,DL,3,25,6,True,9,E,E
306,2711323,2483a1b7-4b5f-3f4b-8a50-28c611bdc6f1,166,2016-02-17,1455759378621,BOS,CUN,702.89,ADT,,DL,2016-11-16,1479297600000,487,2,2016-11-20,1479661200000,425,1,DL,3,273,4,True,9,E,E
307,1178162,8e8e23c2-0a3f-35bb-94ed-de1d04acbb91,125,2016-10-07,1475873168010,BOS,CUN,528.08,ADT,,AC,2017-02-18,1487458800000,1010,1,2017-02-28,1488300000000,1304,1,AC,2,134,10,True,4,E,E
308,1967710,d731d1b6-0213-3ffb-b748-3e9518e7aefc,21,2016-11-15,1479217433116,BOS,CUN,269.81,ADT,,AM,2017-03-18,1489894200000,658,1,2017-03-24,1490373420000,538,1,AM,2,123,6,True,9,E,E
309,1286603,8eb741b2-9508-3ed7-a788-493e456f07b7,57,2016-12-22,1482413726657,BOS,CUN,306.68,ADT,,UA,2017-02-09,1486638900000,770,1,2017-02-12,1486945200000,1097,1,UA,2,49,3,True,3,E,E
310,1390847,e5d35fa5-0767-32f2-b277-8a8e2f5cf0d8,86,2015-08-15,1439638367226,BOS,CUN,461.78,,,,2015-11-07,1446931200000,638,1,2015-11-14,1447502400000,629,2,DL,3,84,7,True,4,E,E
311,238073,10759cfc-a80c-3b0e-95ca-4380f86745d7,130,2016-08-02,1470160870345,BOS,CUN,489.02,ADT,,AA,2017-01-10,1484046000000,529,1,2017-01-15,1484513100000,405,1,AA,2,161,5,True,7,E,E
312,2618779,76c8579f-5db1-34ec-869f-0c9abba23f04,129,2016-11-11,1478915773560,BOS,CUN,342.91,ADT,,AA,2017-03-08,1488994320000,584,2,2017-03-12,1489351740000,1040,2,AA,4,117,4,True,1,E,E
313,2719808,4e7979ad-146b-3dd5-a283-4425f62ec91a,98,2016-08-23,1472001275415,BOS,CUN,586.02,ADT,,AA,2016-10-16,1476612300000,394,1,2016-10-22,1477159260000,568,1,AA,2,54,6,False,3,E,E
314,2758030,a3f4a6b3-6d92-3ca2-a578-6d43bce511ab,151,2016-10-10,1476103733667,BOS,CUN,673.93,ADT,,AM,2017-04-14,1492227000000,643,1,2017-04-21,1492793520000,523,1,AM,2,186,7,True,9,E,E
315,2914698,163fe9bf-a9a2-32d2-87b2-88246dc87c04,12,2016-12-24,1482575170115,BOS,CUN,259.68,ADT,,UA,2017-01-14,1484394600000,1005,1,2017-01-18,1484763600000,654,1,UA,2,21,4,True,5,E,E
316,1785193,2514ca87-49f9-32fc-b5a2-5b1f03c98cd1,93,2016-09-23,1474681478964,BOS,CUN,420.69,ADT,,UA,2017-01-12,1484222400000,1660,1,2017-01-16,1484602200000,459,1,UA,2,111,4,True,4,E,E
317,1654729,7b611d3b-45e7-3cf8-b3c9-97b5ac51d0d8,59,2016-06-11,1465644791690,BOS,CUN,570.74,ADT,,AA,2016-08-13,1471078800000,345,1,2016-08-22,1471897860000,509,1,AA,2,63,9,True,8,E,E
318,2197621,01ba8350-f7f0-35f0-9083-22aad18b4c09,157,2015-12-24,1450968527150,BOS,CUN,634.21,ADT,,UA,2016-01-04,1451912700000,505,1,2016-01-15,1452894600000,428,1,UA,2,11,11,True,9,E,E
319,2970872,6cf1865d-7072-3971-bc04-efaaa0484002,137,2016-12-03,1480817544756,BOS,CUN,353.76,ADT,,UA,2017-03-05,1488759720000,1093,1,2017-03-11,1489278900000,1050,1,UA,2,92,6,False,9,E,E
320,2060428,4c979ba6-b023-37c1-be5e-0827fa12d4bf,81,2016-05-27,1464370400566,BOS,CUN,602.08,ADT,,UA,2016-08-21,1471778100000,462,1,2016-08-26,1472236500000,433,1,UA,2,86,5,False,9,E,E
321,2415920,508dd690-9271-3b0c-ad8d-849058e6da8b,56,2016-06-24,1466812719796,BOS,CUN,567.24,ADT,,UA,2016-10-01,1475317500000,512,1,2016-10-07,1475859900000,424,1,UA,2,99,6,True,9,E,E
322,226412,e5701ff4-05ce-3832-99ef-0c55962f6167,138,2015-12-15,1450219080200,BOS,CUN,949.71,ADT,,DL,2016-03-14,1457966400000,606,2,2016-03-19,1458392400000,458,1,DL,3,90,5,False,9,E,E
323,1336777,0c57f38c-0c72-321d-8b32-65b9b601f757,162,2016-11-20,1479690127380,BOS,CUN,442.41,ADT,,AA,2017-04-15,1492281600000,1215,1,2017-04-25,1493148900000,377,1,AA,2,146,10,True,7,E,E
324,1347594,27455511-b686-318f-931a-4ea74927303f,26,2016-04-13,1460526222775,BOS,CUN,551.0,ADT,,AM,2016-06-24,1466766000000,622,1,2016-06-27,1467039360000,554,1,AM,2,72,3,True,7,E,E
325,114245,b7e8d4ce-5c3e-3935-a2ce-d9379daef154,160,2016-05-18,1463613234963,BOS,CUN,731.08,ADT,,AA,2016-11-20,1479646800000,365,1,2016-11-25,1480104720000,493,1,AA,2,186,5,False,1,E,E
326,2800470,38cad304-a4e8-3c85-8f12-04ee150bc061,155,2015-12-19,1450539879644,BOS,CUN,1823.22,ADT,,UA,2015-12-25,1451052420000,718,2,2016-01-02,1451776500000,900,2,UA,4,6,8,True,4,E,E
327,498313,69f7c42c-6ab9-3660-86e4-5775825f9c84,94,2015-12-21,1450746757828,BOS,CUN,465.71,ADT,,UA,2016-02-16,1455622860000,497,1,2016-02-23,1456251300000,646,2,UA,3,57,7,True,1,E,E
328,2325545,6e9c891b-63bd-3485-94ed-c7192063a251,40,2016-11-22,1479863981214,BOS,CUN,314.91,ADT,,AA,2017-04-11,1491901200000,464,1,2017-04-18,1492513200000,1053,1,AA,2,140,7,True,5,E,E
329,1343121,303bfdfc-6e79-3e25-8e24-da3033c8455b,165,2016-05-15,1463348107196,BOS,CUN,607.08,ADT,,AA,2016-06-11,1465665300000,432,1,2016-06-18,1466269200000,459,1,AA,2,27,7,True,1,E,E
330,568918,e89838e6-78d3-3245-bc72-c0bf70f2120f,2,2016-03-10,1457643477717,BOS,CUN,336.69,ADT,,UA,2016-04-09,1460202300000,805,1,2016-04-16,1460845800000,1056,1,UA,2,30,7,True,2,E,E
331,1091209,94bbc6cc-9d98-3c81-bd02-1708c65c9d10,131,2015-10-07,1444243524758,BOS,CUN,550.74,,,,2015-11-10,1447178400000,478,2,2015-11-15,1447600320000,700,2,DL,4,34,5,True,3,E,E
332,2891647,b498f694-837c-3581-8612-cfa69c41e904,59,2016-08-12,1471054958888,BOS,CUN,464.52,ADT,,AA,2016-11-05,1478358600000,610,1,2016-11-12,1478976600000,520,1,AA,2,85,7,True,2,E,E
333,503042,c5a923f1-0997-36a4-b9b8-2bb49c4b4b76,11,2015-12-21,1450723019852,BOS,CUN,387.72,ADT,,DL,2015-12-29,1451411340000,1332,1,2016-01-16,1452963300000,388,1,DL,2,8,18,True,4,E,E
334,2023227,d8e7ab29-ac4a-3543-95f4-cf74eebaedba,176,2016-07-03,1467572476458,BOS,CUN,980.37,ADT,,UA,2016-11-21,1479726000000,392,1,2016-11-26,1480189200000,399,1,UA,2,141,5,False,9,E,E
335,2201603,9bc069d8-dbd3-3a75-9959-cf362af7900b,105,2016-06-02,1464918704903,BOS,CUN,641.24,ADT,,AA,2016-11-09,1478691600000,387,1,2016-11-13,1479073740000,494,1,AA,2,160,4,True,2,E,E
336,1393272,babe1789-8746-3cd4-8819-068f2665d9c5,56,2016-01-18,1453105113704,BOS,CUN,615.79,ADT,,UA,2016-03-14,1457950560000,459,1,2016-03-18,1458326280000,583,1,UA,2,56,4,False,7,E,E
337,2421134,3f51276a-32cf-3478-83ee-28d3f3fb449e,179,2016-10-20,1477010038265,BOS,CUN,1178.63,ADT,,AM,2016-12-26,1482813000000,583,1,2017-01-02,1483407300000,680,1,AM,2,67,7,True,2,E,E
338,1368468,fb25c9f5-7387-3d5e-a288-0a5c3bf6ed6b,66,2016-12-05,1480953880973,BOS,CUN,722.68,ADT,,UA,2016-12-30,1483139700000,1085,1,2017-01-02,1483395600000,987,1,UA,2,25,3,True,2,E,E
339,2124322,65142f08-49d0-3130-928c-8e1be7c25e0c,110,2016-11-16,1479349763331,BOS,CUN,263.91,ADT,,AA,2017-01-25,1485345600000,630,2,2017-02-01,1485974700000,625,1,AA,3,70,7,True,9,E,E
340,2727724,1112f18d-5fce-3e46-bd2c-5c0199e05261,108,2016-11-12,1479009535116,BOS,CUN,362.91,ADT,,UA,2017-01-12,1484227020000,1583,1,2017-01-16,1484596500000,1194,1,UA,2,61,4,True,4,E,E
341,1430570,2b8f8790-b4c1-372e-97d3-6789a26020fc,85,2016-06-22,1466621690755,BOS,CUN,598.24,ADT,,UA,2016-08-06,1470474600000,415,1,2016-08-13,1471087800000,495,1,UA,2,45,7,True,1,E,E
342,2807021,c1ffcb6d-7f71-3c7b-8aad-f878f91cbbe8,40,2016-11-28,1480389037135,BOS,CUN,486.41,ADT,,AA,2017-03-11,1489277400000,1110,1,2017-03-18,1489865700000,1127,1,AA,2,103,7,True,9,E,E
343,963134,d321ec87-d156-36b6-8e7a-98fc5d9eb312,83,2016-10-23,1477232077897,BOS,CUN,464.93,ADT,,UA,2016-11-11,1478862840000,771,1,2016-11-14,1479147000000,599,1,UA,2,19,3,True,3,E,E
344,1747128,f497aa4d-f4cf-302a-8a2d-b727ae546390,65,2016-03-01,1456815165329,BOS,CUN,429.19,ADT,,UA,2016-10-29,1477735200000,391,1,2016-11-01,1477998000000,605,2,UA,3,242,3,True,2,E,E
345,1572145,42048690-9eeb-340f-8568-491f52a3c178,0,2016-10-02,1475408515021,BOS,CUN,401.43,ADT,,AA,2016-12-23,1482502500000,477,1,2016-12-27,1482864000000,407,1,AA,2,82,4,True,3,E,E
346,1795205,82b2ad5d-2ceb-31dd-b5ca-af647da3cd76,38,2016-08-04,1470369186079,BOS,CUN,577.52,ADT,,UA,2016-11-11,1478874120000,583,1,2016-11-13,1479066900000,475,1,UA,2,99,2,True,2,E,E
347,2928182,d28b1959-a42a-348e-9ffb-572216f024f6,45,2016-06-19,1466352390081,BOS,CUN,508.24,ADT,,UA,2016-08-19,1471633500000,495,1,2016-08-26,1472236500000,433,1,UA,2,61,7,True,8,E,E
348,1402120,6694cf31-31f1-349e-b157-ae53dbb25aef,188,2016-10-13,1476411825275,BOS,CUN,1196.13,ADT,,UA,2016-12-27,1482861600000,1300,1,2017-01-01,1483289700000,1198,1,UA,2,75,5,True,1,E,E
349,2024564,eebaf229-b546-3a8d-8f71-99fb0c3fc55a,70,2016-07-03,1467556120154,BOS,CUN,602.97,ADT,,AA,2016-08-19,1471597200000,345,1,2016-08-21,1471813140000,425,1,AA,2,47,2,True,1,E,E
350,812219,e8f68dd2-5d15-3e58-9abb-0de77b7bb058,57,2016-12-10,1481375022397,BOS,CUN,694.68,ADT,,UA,2016-12-22,1482402600000,1085,1,2016-12-29,1483041300000,1097,1,UA,2,12,7,True,9,E,E
351,3007349,91132b6f-7743-3f19-8b5a-6401c3d47de2,71,2016-03-08,1457472444704,BOS,CUN,939.69,ADT,,DL,2016-03-13,1457863200000,388,1,2016-03-18,1458331680000,509,1,DL,2,5,5,False,1,E,E
352,1457592,7eb2ae81-0fa3-3048-bff5-6d78a9f2d39d,128,2016-02-04,1454624530341,BOS,CUN,751.89,ADT,,DL,2016-07-25,1469462700000,521,1,2016-08-08,1470661200000,555,2,DL,3,172,14,True,9,E,E
353,485720,4c65c89b-fe2c-395f-8aed-2834936d98af,101,2016-10-27,1477604436364,BOS,CUN,297.93,ADT,,UA,2016-12-03,1480763100000,470,1,2016-12-10,1481394000000,670,1,UA,2,37,7,True,1,E,E
354,1688055,2d804416-8dc5-3e79-9b50-80b3207c6fac,1,2015-07-20,1437392579948,BOS,CUN,587.86,,,,2015-07-22,1437556500000,422,2,2015-07-29,1438204320000,1141,1,NK,3,2,7,True,4,E,E
355,1151972,c9acb465-5045-3d04-b6d1-4d8792e86c4a,157,2016-04-07,1460007355108,BOS,CUN,689.3,ADT,,AA,2016-07-10,1468152000000,547,1,2016-07-16,1468691400000,381,1,AA,2,94,6,False,4,E,E
356,2308282,c8078895-f043-310d-9856-1f00a0827d1e,56,2016-11-05,1478330112346,BOS,CUN,461.91,ADT,,UA,2016-11-17,1479379500000,470,1,2016-11-21,1479749100000,473,1,UA,2,12,4,True,4,E,E
357,160171,71665f96-3f66-3f6a-abcf-afcdaa77e770,121,2016-12-08,1481210172656,BOS,CUN,350.18,ADT,,AA,2017-04-12,1491998700000,505,1,2017-04-19,1492599600000,793,1,AA,2,125,7,True,6,E,E
358,708967,3e218131-aeea-3140-b9ff-6a6d0b6b2930,53,2016-08-13,1471092150726,BOS,CUN,908.52,ADT,,AA,2017-02-18,1487446800000,400,1,2017-02-25,1488041700000,385,1,AA,2,189,7,True,1,E,E
359,1206361,06589d44-af8b-32f8-aeda-c2e08b2f0751,155,2016-11-14,1479154906307,BOS,CUN,455.91,ADT,,UA,2016-11-25,1480123800000,940,1,2016-11-29,1480456260000,428,1,UA,2,11,4,True,3,E,E
360,1955339,9457aea2-b69c-3b8f-9743-6f01385a3aa5,73,2016-02-21,1456116032418,BOS,CUN,487.89,ADT,,UA,2016-05-11,1462959060000,566,2,2016-05-15,1463311800000,639,1,UA,3,79,4,True,9,E,E
361,2177405,cce46f60-fad4-34e9-8e6d-76bf9e73a6c8,170,2016-03-07,1457408572549,BOS,CUN,702.59,ADT,,UA,2016-04-11,1460373000000,467,1,2016-04-16,1460808000000,627,1,UA,2,35,5,False,9,E,E
