,Unnamed: 0,search_id,trip_index,received_date,received_ms,origin,destination,total_usd,pax_type,refundable,validating_carrier,departure_odate,departure_ms,outgoing_duration,outgoing_stops,return_odate,return_ms,returning_duration,returning_stops,major_carrier_id,total_stops,advance,length_of_stay,includes_saturday_night_stay,available_seats,lowest_cabin_class,highest_cabin_class
498,1750938,dffa2468-9dc8-3245-a350-d3693080b730,176,2016-09-06,1473173386577,BOS,CUN,1030.19,ADT,,AA,2016-12-23,1482508080000,566,1,2016-12-30,1483106100000,395,1,AA,2,108,7,True,3,E,E
499,1996677,151f333a-df7c-3861-adcb-32b5fe021c03,59,2015-09-29,1443555270669,BOS,CUN,1616.83,,,,2015-12-26,1451124000000,690,1,2016-01-02,1451771400000,428,1,UA,2,88,7,True,8,E,E
500,2228620,221c0f41-c457-3c67-82eb-c6045457ebc2,35,2016-12-18,1482081149573,BOS,CUN,269.68,ADT,,UA,2017-03-17,1489756020000,868,1,2017-03-27,1490631300000,702,1,UA,2,89,10,True,4,E,E
501,1675962,a949d039-d2eb-3c0a-90bd-a96986ed94fe,117,2016-12-27,1482832673153,BOS,CUN,803.18,ADT,,UA,2016-12-28,1482975000000,1105,1,2017-01-02,1483391100000,814,2,UA,3,1,5,True,1,E,E
502,1623140,7a6694b8-97e5-3abb-8e69-d076b4b242f5,103,2016-07-29,1469800728159,BOS,CUN,498.47,ADT,,UA,2016-09-29,1475142300000,470,1,2016-10-04,1475607000000,498,1,UA,2,62,5,True,9,E,E
503,77456,54b5dabe-fcb4-3e96-8158-cd65f1af4dc3,22,2015-12-14,1450099536447,BOS,CUN,1247.62,ADT,,DL,2015-12-14,1450122300000,733,2,2015-12-22,1450826400000,240,0,DL,2,0,8,True,6,E,E
504,1015,3f42079e-3a02-3a1b-b83d-f86b9232affb,196,2016-04-21,1461286335645,BOS,CUN,498.8,ADT,,AA,2016-05-07,1462611600000,403,1,2016-05-21,1463868240000,414,1,AA,2,16,14,True,1,E,E
505,1862523,46d2ae0a-0423-38de-9196-0f060cd9ff50,166,2016-12-12,1481557767322,BOS,CUN,559.18,ADT,,AA,2017-04-02,1491123600000,563,1,2017-04-09,1491742500000,815,1,AA,2,111,7,True,2,E,E
506,2560664,579b3645-f2d7-3f5b-b19a-460bf8aff98b,155,2016-01-26,1453860094620,BOS,CUN,458.29,ADT,,UA,2016-04-12,1460457780000,564,2,2016-04-26,1461703800000,432,1,UA,3,77,14,True,9,E,E
507,245498,087e1100-a5ab-3cec-afb4-7dcfb9bb9251,61,2016-09-25,1474857714067,BOS,CUN,459.97,ADT,,AA,2016-10-12,1476284820000,537,1,2016-10-17,1476702000000,1079,1,AA,2,17,5,True,9,E,E
508,2967732,0c7b6ceb-9a43-364a-b945-326d7b72db85,171,2015-08-29,1440862346421,BOS,CUN,1593.28,,,,2015-11-25,1448452800000,756,2,2015-11-30,1448902800000,579,2,DL,4,88,5,True,2,E,F
509,1950061,c163c13a-8f24-3e6c-86ad-030a37b7a83f,115,2016-10-25,1477378393333,BOS,CUN,326.93,ADT,,UA,2016-12-09,1481282040000,456,1,2016-12-17,1482003300000,513,1,UA,2,45,8,True,2,E,E
510,1714654,7b23039a-d59d-3522-a3dd-33397b8b7d34,56,2016-10-24,1477356959290,BOS,CUN,282.43,ADT,,AA,2016-12-12,1481580900000,1192,1,2016-12-18,1482080100000,643,1,AA,2,49,6,True,3,E,E
511,2461933,43ca3759-aae4-3665-abe1-b85e34a5d7bb,150,2016-03-18,1458328959992,BOS,CUN,499.19,ADT,,UA,2016-05-07,1462618440000,401,1,2016-05-14,1463230200000,737,2,UA,3,50,7,True,4,E,E
512,2581596,67da32cf-113d-3520-bbd1-737dfc3015f7,152,2016-08-17,1471473189446,BOS,CUN,597.52,ADT,,AA,2017-04-15,1492287120000,1122,1,2017-04-22,1492865700000,1461,1,AA,2,241,7,True,9,E,E
513,2701731,8c940db4-d294-316e-ab14-995f9154b400,178,2016-10-31,1477953788147,BOS,CUN,539.93,ADT,,AA,2016-11-03,1478174400000,881,1,2016-11-06,1478454900000,554,1,AA,2,3,3,True,1,E,E
514,1925172,54a82153-6c06-37bd-ac57-cc1a3971e0da,69,2016-09-28,1475075513653,BOS,CUN,680.69,ADT,,UA,2016-12-23,1482487200000,965,1,2016-12-30,1483100400000,1030,1,UA,2,86,7,True,1,E,E
515,469654,7015fcf6-2c79-36b8-be42-a5a8a67b8b17,59,2016-09-26,1474919266769,BOS,CUN,513.99,ADT,,AM,2017-04-13,1492140600000,773,1,2017-04-20,1492723200000,865,1,AM,2,199,7,True,9,E,E
516,1389271,281fc9c4-7578-3c65-b37f-5f8486010505,74,2016-03-11,1457730331460,BOS,CUN,1029.69,ADT,,UA,2016-03-13,1457871600000,398,1,2016-03-20,1458503700000,418,1,UA,2,2,7,True,3,E,E
517,790031,19aa1e87-e22d-3335-ae9f-8e7a616382ef,144,2016-03-15,1458037226550,BOS,CUN,749.19,ADT,,DL,2016-08-25,1472119200000,545,1,2016-08-28,1472389200000,555,2,DL,3,163,3,True,3,E,E
518,963393,58b154da-d461-3612-aaf0-4cdb6850e94a,51,2016-10-23,1477274171131,BOS,CUN,315.93,ADT,,AA,2016-11-12,1478944800000,1040,1,2016-11-17,1479384000000,452,1,AA,2,20,5,True,9,E,E
519,2032629,bc0269d3-50f5-3383-b984-1a731a193912,178,2016-07-19,1468980755716,BOS,CUN,604.47,ADT,,AA,2016-10-14,1476465000000,427,1,2016-10-17,1476702000000,525,1,AA,2,87,3,True,1,E,E
520,434247,20810026-876c-3dea-bafd-374166c519f6,119,2016-04-11,1460422972481,BOS,CUN,584.3,ADT,,AA,2016-07-19,1468918800000,355,1,2016-07-24,1469379300000,456,1,AA,2,99,5,True,6,E,E
521,145127,6105cdfe-7f5b-3691-a91b-661b44472fbd,103,2016-06-25,1466850316173,BOS,CUN,575.24,ADT,,AA,2016-09-06,1473162900000,388,1,2016-09-09,1473449640000,532,1,AA,2,73,3,False,4,E,E
522,2372037,36b83dbc-df32-39ff-a681-61d8f24ebd51,112,2016-12-07,1481160949636,BOS,CUN,822.68,ADT,,AA,2017-02-17,1487377500000,1144,1,2017-02-25,1488054000000,579,1,AA,2,72,8,True,1,E,B
523,2855600,30efcf83-60ea-3603-9618-e79c794295e6,179,2016-05-01,1462153459221,BOS,CUN,736.08,ADT,,UA,2016-05-26,1464256200000,617,1,2016-05-29,1464521400000,458,1,UA,2,25,3,True,3,E,E
524,2028401,d258f5a0-95f0-385d-b8ff-9473fcec55fe,51,2016-10-08,1475930827369,BOS,CUN,795.73,ADT,,AC,2017-02-18,1487467800000,830,1,2017-02-25,1488040800000,574,1,AC,2,133,7,True,2,E,E
525,1947949,c0cda405-f413-3c5f-ba72-8f5e82bd9d19,52,2016-10-25,1477404021672,BOS,CUN,773.93,ADT,,UA,2016-11-19,1479554040000,891,1,2016-11-26,1480182600000,862,1,UA,2,25,7,True,1,E,E
526,623367,f6beb576-9a71-3c7f-8765-442539346a42,0,2016-03-26,1459047885533,BOS,CUN,470.49,ADT,,DL,2016-06-22,1466616600000,810,2,2016-06-26,1466949300000,615,1,DL,3,88,4,True,2,E,E
527,1936521,08d3989d-413b-328a-a6ec-6115c69b624e,153,2016-03-23,1458745869664,BOS,CUN,633.69,ADT,,UA,2016-08-23,1471946400000,455,1,2016-08-31,1472668500000,407,1,UA,2,153,8,True,9,E,E
528,1907345,7d587f55-40a3-367c-8086-3fb9b991c4ea,175,2016-09-12,1473653179015,BOS,CUN,637.69,ADT,,AA,2016-11-10,1478772000000,404,1,2016-11-14,1479128340000,532,1,AA,2,60,4,True,2,E,E
529,1262017,fa357f0f-7572-36b8-8db5-ebd9e9672d8b,163,2016-07-18,1468886633490,BOS,CUN,465.97,ADT,,AA,2016-12-13,1481657760000,460,1,2016-12-18,1482080100000,385,1,AA,2,148,5,True,9,E,E
530,240881,3e438afc-c416-355a-950f-5a0ed96171a8,15,2016-08-02,1470182073482,BOS,CUN,756.67,ADT,,AC,2016-12-21,1482330000000,600,1,2017-01-02,1483377000000,1194,1,AC,2,141,12,True,1,E,E
531,1553486,607028b1-5d03-3afc-bbf3-71a71718144d,135,2016-12-11,1481477677026,BOS,CUN,689.18,ADT,,UA,2017-02-16,1487250000000,665,2,2017-02-21,1487679600000,585,2,UA,4,67,5,True,7,E,E
532,88133,10dd1abd-8b33-38f6-a013-5f7562422380,193,2016-08-01,1470095311725,BOS,CUN,490.52,ADT,,AA,2017-01-07,1483788300000,483,1,2017-01-14,1484431200000,423,1,AA,2,159,7,True,5,E,E
533,276280,c0009a77-07a1-3f70-8ca9-c84c37fd7476,146,2015-12-20,1450653755444,BOS,CUN,495.21,ADT,,UA,2016-02-03,1454497200000,538,1,2016-02-07,1454878500000,435,1,UA,2,45,4,True,2,E,E
534,951590,802bd25d-f2ee-397e-8663-e1efb2d8982d,41,2015-08-04,1438715481303,BOS,CUN,796.68,,,,2015-08-08,1439037300000,394,1,2015-08-15,1439666580000,248,0,DL,1,4,7,True,1,E,E
535,1713247,8f4d9ace-b744-3212-8cd9-31f41b4cbfa6,77,2016-04-03,1459696789976,BOS,CUN,584.3,ADT,,AA,2016-06-29,1467201540000,377,1,2016-07-03,1467581700000,410,1,AA,2,87,4,True,1,E,E
536,1579796,58d45608-032b-36a8-831c-6b1d80932d83,9,2016-06-06,1465237549507,BOS,CUN,363.24,ADT,,UA,2016-10-28,1477648800000,812,2,2016-11-01,1478022300000,624,1,UA,3,144,4,True,9,E,E
537,1757160,bfdf3cfd-663c-3f11-9445-746496cb150f,126,2016-12-28,1482901973457,BOS,CUN,636.18,ADT,,AA,2017-04-17,1492429200000,555,1,2017-04-22,1492890300000,1104,1,AA,2,110,5,False,5,E,E
538,2310620,66159cd2-17b8-3ee8-bfd7-bd1a72dd05bc,167,2015-10-04,1443987404746,BOS,CUN,1040.24,,,,2016-02-15,1455543000000,395,1,2016-02-20,1455980100000,725,2,DL,3,134,5,False,9,E,F
539,913713,e0500d38-94d6-3bb8-bcd1-6b2edd75c32f,53,2015-11-25,1448493865560,BOS,CUN,1078.7,,,,2016-03-12,1457779200000,571,1,2016-03-19,1458411900000,412,1,B6,2,108,7,True,9,E,E
540,1698154,8954c561-b0c8-32bc-bf83-959d775740e9,97,2016-11-26,1480192589525,BOS,CUN,426.91,ADT,,UA,2017-03-10,1489154400000,815,1,2017-03-19,1489926600000,745,1,UA,2,104,9,True,3,E,E
541,164062,9014e0c3-90fe-358a-ae7b-5ffe650bdeb3,86,2016-05-23,1464033788116,BOS,CUN,777.58,ADT,,AA,2016-07-01,1467369600000,387,1,2016-07-04,1467653580000,547,1,AA,2,39,3,True,2,E,E
542,88375,e46200de-1cd9-3222-8d32-56f1f20145fa,39,2016-08-01,1470092399955,BOS,CUN,388.02,ADT,,UA,2016-12-06,1481027400000,700,2,2016-12-11,1481475000000,640,1,UA,3,127,5,True,3,E,E
543,1948345,3d78e470-2855-3233-9e6a-36b5318b7294,63,2016-10-25,1477410230790,BOS,CUN,321.93,ADT,,UA,2017-01-04,1483530060000,494,1,2017-01-07,1483790400000,702,1,UA,2,71,3,False,9,E,E
544,1433662,7d87c696-8bd4-3aa4-9ebf-6d23148c740f,179,2016-06-22,1466613985171,BOS,CUN,576.74,ADT,,AA,2016-08-02,1470144600000,457,1,2016-08-11,1470936780000,393,1,AA,2,41,9,True,8,E,E
545,902584,3d7d58a6-180d-31c1-8622-d71619bdf9a5,146,2016-12-26,1482799167299,BOS,CUN,269.68,ADT,,UA,2017-01-21,1485007200000,815,1,2017-01-29,1485714000000,654,1,UA,2,26,8,True,6,E,E
546,790439,81deaec9-2584-3ee4-a242-087af0fa0ab3,44,2016-03-15,1458074933170,BOS,CUN,674.69,ADT,,DL,2016-04-16,1460811600000,635,1,2016-04-19,1461067200000,437,1,DL,2,32,3,True,2,E,E
547,1610677,7e40cfac-9569-359f-8285-a831fed68e53,29,2016-07-13,1468465504705,BOS,CUN,383.47,ADT,,AA,2017-02-26,1488112500000,434,1,2017-03-04,1488664800000,423,1,AA,2,228,6,False,4,E,E
548,1067826,8efb4053-b24a-3293-8a70-35dea9c63cdf,31,2016-06-27,1467028648895,BOS,CUN,405.74,ADT,,UA,2016-12-07,1481116500000,655,2,2016-12-09,1481286000000,778,2,UA,4,163,2,False,9,E,E
549,2510845,3c1acbe9-bd23-391f-8151-8a13631a42e7,71,2016-01-31,1454256461943,BOS,CUN,718.29,ADT,,DL,2016-03-16,1458140400000,582,2,2016-03-20,1458501000000,524,1,DL,3,45,4,True,2,E,E
550,557957,81c9b61b-16f8-311a-8846-52dccdd5dfd3,98,2016-12-04,1480885161912,BOS,CUN,574.68,ADT,,AA,2017-04-15,1492246800000,970,1,2017-04-25,1493118000000,602,2,AA,3,132,10,True,1,E,E
551,2311868,d4aeda60-402b-34c3-aa15-09c256241f38,74,2015-10-04,1444001281255,BOS,CUN,541.14,,,,2016-01-02,1451750400000,574,1,2016-01-09,1452370500000,238,0,DL,1,90,7,True,7,E,E
552,2634381,465e52ec-601d-30b4-858e-0b57803feef2,50,2016-01-10,1452469830357,BOS,CUN,714.79,ADT,,UA,2016-02-17,1455712980000,435,1,2016-02-21,1456056000000,635,1,UA,2,38,4,True,1,E,E
553,2026516,604c028f-f765-3f81-9d5d-5c0486fae7e3,119,2016-10-08,1475935398336,BOS,CUN,613.93,ADT,,UA,2017-03-11,1489230000000,680,1,2017-03-17,1489771800000,655,1,UA,2,154,6,True,9,E,E
554,1236201,02b7012e-d244-3837-901c-88b5064f9a99,19,2016-05-14,1463266804542,BOS,CUN,405.08,ADT,,UA,2016-08-10,1470822600000,617,1,2016-08-14,1471199700000,1008,1,UA,2,88,4,True,1,E,E
555,958429,0974c139-2ea0-35ac-9a59-258cb6b2799a,78,2016-10-23,1477220535006,BOS,CUN,405.43,ADT,,UA,2016-12-31,1483189020000,878,1,2017-01-04,1483532400000,774,2,UA,3,69,4,True,9,E,E
556,2359044,73142b45-56f0-3391-876d-c0c05963ecd9,165,2016-09-02,1472836611154,BOS,CUN,737.69,ADT,,AA,2016-09-08,1473336000000,377,1,2016-10-13,1476356400000,525,1,AA,2,6,35,True,9,E,E
557,1112934,acd5468c-4044-3eae-9102-7cbebd70fdad,87,2016-01-07,1452201813797,BOS,CUN,957.79,ADT,,UA,2016-04-17,1460892600000,423,1,2016-04-24,1461527700000,494,1,UA,2,101,7,True,9,E,E
558,2481586,ee54b76c-888b-3f42-9366-303fba82f948,92,2016-12-13,1481619902370,BOS,CUN,654.68,ADT,,UA,2017-02-17,1487340000000,815,1,2017-02-26,1488157500000,925,1,UA,2,66,9,True,9,E,E
559,338057,d693a64e-8828-3c76-91f1-9ecd84e6fddf,117,2016-01-11,1452548711960,BOS,CUN,1691.79,ADT,,DL,2016-02-13,1455374820000,409,1,2016-02-20,1455984000000,567,1,DL,2,33,7,True,1,E,E
560,515301,47f961e6-13c7-383a-a0c1-6ab9c4ccd3e6,16,2016-03-04,1457125734047,BOS,CUN,415.19,ADT,,UA,2016-04-23,1461407580000,779,2,2016-04-27,1461756600000,677,2,UA,4,50,4,True,8,E,E
561,959122,a0819e16-b952-3727-98b0-0741cad57281,8,2016-10-23,1477253160205,BOS,CUN,405.93,ADT,,UA,2016-12-23,1482529620000,1073,1,2016-12-29,1483029600000,641,1,UA,2,61,6,True,9,E,E
562,756213,06eeac20-78d0-3a97-8f52-22df5de8e1ce,8,2015-09-05,1441506171828,BOS,CUN,509.73,,,,2015-11-26,1448535600000,754,2,2015-11-29,1448808720000,564,1,DL,3,82,3,True,6,E,E
563,797821,173587e6-7192-390b-95e0-6e09d8998f48,73,2015-10-18,1445174042373,BOS,CUN,365.36,,,,2015-12-14,1450099020000,653,1,2015-12-17,1450389000000,428,1,UA,2,57,3,False,9,E,E
564,948060,28d8c27c-4409-3d8a-b59f-8ecaf9afa21f,79,2016-05-19,1463706166362,BOS,CUN,620.58,ADT,,AA,2016-07-29,1469782800000,439,1,2016-07-31,1469969100000,491,1,AA,2,71,2,True,2,E,E
565,1953099,d6fd9ab8-5b5e-3e61-b4d7-4dfab8a98ad3,171,2016-10-25,1477382272005,BOS,CUN,849.93,ADT,,AA,2016-11-07,1478514840000,453,1,2016-11-13,1479041940000,829,1,AA,2,13,6,True,7,E,F
566,691815,8ab83a3c-045a-3c6c-b129-8d486c74c1d1,134,2015-12-26,1451135870829,BOS,CUN,669.21,ADT,,UA,2016-03-12,1457785920000,613,1,2016-03-17,1458244500000,441,1,UA,2,77,5,True,9,E,E
567,930189,e7a0f308-436d-3e94-9607-f74c338a8113,144,2016-07-12,1468345450863,BOS,CUN,670.97,ADT,,AA,2016-12-20,1482232800000,408,1,2016-12-23,1482525900000,405,1,AA,2,161,3,False,1,E,E
568,28075,c6121c80-7e23-384c-8b42-282891bd6d66,17,2016-03-31,1459419571079,BOS,CUN,545.99,ADT,,UA,2016-04-06,1459938600000,483,1,2016-04-09,1460184300000,990,1,UA,2,6,3,False,1,E,E
569,552836,3c25a375-f585-3325-b0dd-bffba8a260e1,101,2015-09-15,1442331978735,BOS,CUN,896.33,,,,2015-12-23,1450869300000,670,2,2016-01-02,1451776380000,624,1,UA,3,99,10,True,2,E,E
570,1833942,d0db76c5-2127-3e2b-853c-85cb493a5d19,92,2016-03-17,1458267481137,BOS,CUN,829.19,ADT,,UA,2016-04-21,1461234600000,577,2,2016-04-24,1461531000000,432,1,UA,3,35,3,True,2,E,E
571,2302143,5441d4f1-a654-3404-a44a-bc7851cf9c58,91,2016-11-05,1478389462466,BOS,CUN,440.91,ADT,,UA,2017-02-20,1487588400000,1055,1,2017-02-25,1488069300000,909,1,UA,2,107,5,False,9,E,E
572,1954357,746ca7c1-47ef-33d4-8eaf-93469fde6c53,184,2016-02-21,1456093229595,BOS,CUN,938.39,ADT,,UA,2016-07-09,1468058400000,513,1,2016-07-16,1468668600000,475,1,UA,2,139,7,True,9,E,E
573,2795365,7166fcef-46e2-3933-926a-4d3dba32ac6b,164,2016-04-26,1461686182894,BOS,CUN,564.8,ADT,,UA,2016-05-23,1464005220000,386,1,2016-05-27,1464368700000,406,1,UA,2,27,4,False,6,E,E
574,1714317,a86cef2c-24fd-36d3-be94-e7223e7b4d00,33,2016-04-03,1459706187779,BOS,CUN,431.8,ADT,,UA,2016-06-04,1465034400000,455,1,2016-06-11,1465664700000,465,1,UA,2,62,7,True,1,E,E
575,1027525,79ac1960-2503-3fac-8134-2aa01c6bacdf,135,2016-09-10,1473506521432,BOS,CUN,634.19,ADT,,B6,2017-03-04,1488643800000,277,0,2017-03-10,1489180200000,469,1,B6,1,175,6,True,9,E,E
576,361292,49ba3b5f-68e0-35cd-92ed-e46893049363,76,2016-10-22,1477163802941,BOS,CUN,567.93,ADT,,UA,2016-11-07,1478515800000,395,1,2016-11-13,1479055200000,637,1,UA,2,16,6,True,1,E,E
577,2592187,8aa94333-292e-3b19-b9fa-785e31632195,132,2016-11-06,1478448901443,BOS,CUN,650.71,ADT,,AC,2017-04-08,1491659700000,565,1,2017-04-15,1492272600000,460,1,AC,2,153,7,True,2,E,E
578,722889,a8f8d298-3f3f-3f66-8de1-b9074d191f02,171,2016-06-04,1465092655422,BOS,CUN,639.74,ADT,,AA,2016-08-13,1471086600000,444,1,2016-08-20,1471721040000,541,1,AA,2,70,7,True,7,E,E
579,532230,455f1c0c-527c-3dbf-9865-438e0d1018b2,95,2016-02-02,1454453513212,BOS,CUN,841.39,ADT,,UA,2016-03-14,1457955120000,446,1,2016-03-19,1458407400000,601,1,UA,2,41,5,False,4,E,E
580,96554,e5d44285-92ac-3899-b0e0-65c8e9423eeb,71,2016-07-27,1469635907895,BOS,CUN,607.97,ADT,,AA,2016-08-19,1471601100000,374,1,2016-08-24,1472076240000,408,1,AA,2,23,5,True,3,E,E
581,2888470,9427c541-f506-367c-b0d9-315ae60d2672,163,2015-12-25,1451103444448,BOS,CUN,706.21,ADT,,UA,2016-04-07,1460025000000,425,1,2016-04-11,1460394000000,502,1,UA,2,103,4,True,9,E,E
582,115764,9cb26346-e8da-38f4-b32a-6e6ead6507b2,59,2016-05-18,1463624059291,BOS,CUN,567.08,ADT,,UA,2016-06-15,1465998000000,387,1,2016-06-25,1466883180000,434,1,UA,2,28,10,True,9,E,E
583,1879454,f5c8c4d2-dc87-3a95-99d9-8fd91726aba9,164,2016-10-19,1476908061504,BOS,CUN,483.93,ADT,,UA,2016-12-22,1482429600000,1300,1,2016-12-29,1483035000000,1139,1,UA,2,64,7,True,9,E,E
584,603879,c5ca7047-277a-3efc-96d1-c60ad860d7a5,167,2015-10-01,1443713866861,BOS,CUN,421.63,,,,2016-01-18,1453123800000,395,1,2016-01-22,1453496100000,510,1,DL,2,109,4,False,9,E,E
585,2397343,d3a50ab1-e9e0-319f-b2ab-de365cec65a4,116,2016-06-07,1465337561336,BOS,CUN,832.24,ADT,,AA,2016-07-01,1467374400000,360,1,2016-07-05,1467723300000,499,1,AA,2,24,4,True,2,E,E
586,2300743,5ac29815-92e1-3e9d-96e9-98d90f5ed68a,46,2016-08-16,1471375541229,BOS,CUN,373.52,ADT,,AA,2017-01-05,1483650600000,400,1,2017-01-09,1483991700000,548,1,AA,2,142,4,True,9,E,E
587,869236,f3207c1f-a32d-3ad8-9bcf-a6e97cf77bf2,36,2016-02-08,1454979152274,BOS,CUN,532.39,ADT,,UA,2016-03-23,1458731400000,468,1,2016-03-27,1459083600000,622,1,UA,2,44,4,True,3,E,E
588,249544,617ca61a-d59f-3480-912e-861accecd428,59,2016-09-25,1474844333025,BOS,CUN,414.59,ADT,,B6,2016-12-31,1483180800000,808,1,2017-01-07,1483825740000,241,0,B6,1,97,7,True,9,E,E
589,2716220,d7deebab-a4b4-3540-888f-f04812d5f1a7,20,2016-08-23,1471927595656,BOS,CUN,370.62,ADT,,AM,2016-10-14,1476501600000,641,1,2016-10-22,1477147980000,647,1,AM,2,52,8,True,9,E,E
590,676044,fc3c5f46-3018-34d1-9d06-46f641397d7d,154,2016-01-01,1451638738861,BOS,CUN,481.68,ADT,,DL,2016-01-17,1453046400000,570,1,2016-01-23,1453568100000,388,1,DL,2,16,6,False,9,E,E
591,1296876,bed22164-aeac-3677-82f0-4f02935ed4cb,76,2016-12-22,1482428177948,BOS,CUN,838.68,ADT,,UA,2017-02-18,1487464560000,939,1,2017-02-25,1488027600000,762,1,UA,2,58,7,True,5,E,E
592,2427728,104f4e89-511a-3c6b-9d59-b563850d0365,27,2016-07-31,1470008218042,BOS,CUN,383.47,ADT,,UA,2017-01-19,1484823600000,790,2,2017-01-24,1485291600000,485,1,UA,3,172,5,True,9,E,E
593,1991992,2e05736d-f062-32af-a591-49a107d887ea,25,2016-04-08,1460171961940,BOS,CUN,428.8,ADT,,AA,2016-05-12,1463065380000,366,1,2016-05-17,1463512500000,523,1,AA,2,34,5,True,1,E,E
594,245502,087e1100-a5ab-3cec-afb4-7dcfb9bb9251,65,2016-09-25,1474857714067,BOS,CUN,467.69,ADT,,AA,2016-10-12,1476273600000,548,1,2016-10-17,1476702000000,440,1,AA,2,17,5,True,2,E,E
595,78038,8644434d-584d-35a0-91d9-762b4497e7b7,99,2015-12-14,1450098319649,BOS,CUN,387.21,ADT,,UA,2016-01-21,1453376880000,497,1,2016-01-27,1453923300000,401,1,UA,2,38,6,True,5,E,E
596,1948924,7abe66af-0977-33f9-897a-893088fdc92a,68,2016-10-25,1477437683850,BOS,CUN,300.93,ADT,,UA,2017-03-21,1490098800000,485,1,2017-03-28,1490715600000,765,1,UA,2,147,7,True,9,E,E
597,1013378,7575534e-226c-39cc-89d8-9866205f00a4,0,2016-11-30,1480521966964,BOS,CUN,309.41,ADT,,AA,2017-05-02,1493715600000,580,1,2017-05-11,1494531300000,1003,1,AA,2,153,9,True,6,E,E
598,2352608,f9494cf0-eb05-380c-ba2a-7df58b9991ea,144,2016-05-05,1462487644136,BOS,CUN,693.58,ADT,,AA,2016-05-19,1463648400000,411,1,2016-05-23,1464032100000,424,1,AA,2,14,4,True,8,E,E
599,1710522,7a832679-93ee-36fd-9450-b823c961cc00,33,2016-04-03,1459677043814,BOS,CUN,480.8,ADT,,AA,2016-11-17,1479376800000,525,1,2016-11-21,1479758100000,461,1,AA,2,228,4,True,8,E,E
600,2792,c53d85f4-5ec9-3ade-b6e3-cb9101641e43,162,2016-04-21,1461287606995,BOS,CUN,691.8,ADT,,AA,2016-06-30,1467293700000,403,1,2016-07-04,1467653580000,393,1,AA,2,70,4,True,7,E,E
601,2312162,88a9ab35-9088-31b2-8863-cd31e8739545,109,2015-10-04,1443978258910,BOS,CUN,695.24,,,,2015-12-22,1450784400000,505,1,2015-12-30,1451497500000,508,1,UA,2,79,8,True,9,E,E
602,1831309,ed84882d-c325-341a-b2d7-df82334342db,156,2016-03-17,1458250207048,BOS,CUN,888.69,ADT,,UA,2016-05-27,1464344100000,498,1,2016-05-31,1464715800000,469,1,UA,2,71,4,True,9,E,E
603,671839,e4730d6d-dbfd-36d7-b1f3-36eccfbb1843,102,2016-01-22,1453495306042,BOS,CUN,1032.29,ADT,,UA,2016-02-11,1455186780000,572,2,2016-02-22,1456174800000,495,1,UA,3,20,11,True,1,E,E
604,1265985,02dc1698-575e-3397-8b50-0afba5b41058,151,2016-02-03,1454503092061,BOS,CUN,726.39,ADT,,UA,2016-05-01,1462101900000,428,1,2016-05-08,1462737600000,489,1,UA,2,88,7,True,9,E,E
605,2656868,e88d2f78-84c6-33cf-922f-8cb1ef8ded6b,16,2015-12-03,1449163119081,BOS,CUN,432.72,ADT,,DL,2016-05-28,1464433200000,675,2,2016-05-31,1464739800000,965,2,DL,4,177,3,True,9,E,E
606,1967865,d731d1b6-0213-3ffb-b748-3e9518e7aefc,176,2016-11-15,1479217433116,BOS,CUN,416.91,ADT,,UA,2017-03-18,1489870200000,1070,1,2017-03-24,1490354400000,815,1,UA,2,123,6,True,9,E,E
607,2677778,4749d827-7eea-3fd0-86f5-377e2f7f74d3,64,2016-12-02,1480664289812,BOS,CUN,341.68,ADT,,UA,2017-05-23,1495542600000,662,1,2017-05-30,1496183400000,1065,1,UA,2,172,7,True,9,E,E
608,45774,8f38e8f1-9871-3565-9420-5dc1b83c3795,8,2016-04-16,1460789019747,BOS,CUN,480.8,ADT,,UA,2016-06-29,1467193800000,617,1,2016-07-03,1467560220000,801,1,UA,2,74,4,True,9,E,E
609,1578554,5763a866-a1b9-3243-8bc3-de8b2018fb98,124,2016-10-02,1475459282307,BOS,CUN,862.93,ADT,,AA,2017-05-24,1495628880000,1586,1,2017-05-30,1496172900000,973,1,AA,2,234,6,True,5,E,F
610,2534481,4396a82a-b967-303b-a681-821d4e73a0fc,144,2016-11-27,1480309098880,BOS,CUN,831.91,ADT,,UA,2017-02-18,1487463720000,1173,1,2017-02-25,1488027600000,989,1,UA,2,83,7,True,1,E,E
611,2679552,37bc6193-a799-35cb-b2c8-a63c3970c33a,139,2016-12-02,1480698576043,BOS,CUN,932.48,ADT,,AC,2017-02-18,1487462700000,915,1,2017-02-25,1488075600000,705,1,AC,2,78,7,True,4,E,E
612,2714527,ff2e3b59-e099-3fba-9c8e-3a6d6cfae7c2,143,2016-02-17,1455702152805,BOS,CUN,703.29,ADT,,B6,2016-10-08,1475932680000,482,1,2016-10-15,1476548520000,250,0,B6,1,234,7,True,7,E,E
613,1915743,ff445423-d525-309b-88c3-5be86b9837b3,69,2016-12-01,1480634286462,BOS,CUN,681.68,ADT,,AA,2017-02-18,1487451000000,1155,1,2017-02-24,1487968500000,1091,1,AA,2,79,6,True,1,E,E
614,2102135,49b55252-6e1b-3918-8801-ece5d74360bd,57,2016-09-29,1475163539870,BOS,CUN,606.69,ADT,,AA,2016-10-06,1475749800000,448,1,2016-10-11,1476183600000,525,1,AA,2,7,5,True,7,E,E
